sex,age,occupation,monthly_income,province,skin_type,concerns,acne_level,consult_influencer,skincare_face_method,cleansing_method,use_cleansing_water,cleansing_types_used,cleansing_type_most_used,cleansing_water_formula,factor_deep_cleansing,factor_acne_friendly,factor_sensitive_friendly,factor_no_allergen,factor_hypoallergenic,factor_moisturizing,factor_low_friction,factor_nourishment,factor_eye_friendly,factor_oil_control,switch_factors,brands_used,brand_primary
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ผิวผสม,"สิวอักเสบ, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, รอยสิว",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,สูตรลดสิว-ผิวแพ้ง่าย,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,"เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers)","Florelle, Kiyora, Fresh & Free",Fresh & Free
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวมันเยิ้ม",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,"เลือกเพราะโปรโมชั่น (Promotion), เห็นจากโฆษณา (Ads)",Herbanery,Herbanery
หญิง,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",กทม.,ผิวมัน,"สิวอักเสบ, รูขุมขนกว้าง, ผิวมันเยิ้ม",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ไม่แน่ใจ/ไม่ทราบ,"สิวอักเสบ, สิวอุดตัน, สิวผด, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,18-22 ปี,นักศึกษา,"15,000 - 19,999 บาท",กทม.,ผิวแห้ง,"สิวผด, ผิวแห้ง/ลอก/เป็นขุย, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ,ใช้,"Cleansing water, Cleansing oil",Cleansing oil,"สูตรชุ่มชื้น (สำหรับผิวแห้ง), สูตรเพื่อผิวกระจ่างใส",5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,"เลือกเพราะโปรโมชั่น (Promotion), เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist)","Dermavie, Theria",Theria
หญิง,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",กทม.,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, รูขุมขนกว้าง, ผิวมันเยิ้ม",สิวปานกลาง (เป็นสิวอักเสบ/หัวหนองมากกว่า10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว",ใช้,Cleansing water,Cleansing water,"สูตรลดสิว, สูตรลดสิว-ผิวแพ้ง่าย",5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,"เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)","Veloura, Florelle, Kiyora, Aomizu, Kireiha, Silk Elexir, DermaCerin",Veloura
หญิง,35 ปี ขึ้นไป,ข้าราชการ,"40,000 บาท ขึ้นไป",นครปฐม,ผิวธรรมดา,ผิวแห้ง/ลอก/เป็นขุย,ไม่มีสิวเลย,"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,สูตรชุ่มชื้น (สำหรับผิวแห้ง),5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,"บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)","Florelle, Kiyora",Florelle
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ผิวผสม,"รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"Cleansing water, Cleansing oil",Cleansing water,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,"ราคาถูกกว่า (Cheaper price), เลือกเพราะโปรโมชั่น (Promotion), เห็นจากโฆษณา (Ads), เพื่อนแนะนำ (Friend recommended)",Florelle,Florelle
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ผิวผสม,"สิวอุดตัน, สิวผด, ผิวมันเยิ้ม",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ผิวแห้ง,ผิวแพ้ง่าย,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกตามเพื่อน, เลือกตามดารา/พรีเซนเตอร์",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ใช้,"Cleansing water, Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง), Cleansing oil",Cleansing water,สูตรผิวแพ้ง่าย,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,"เพื่อนแนะนำ (Friend recommended), ไม่เคยเปลี่ยนแบรนด์เลย (No switching)","Florelle, Kireiha, Greenoria Isle",Greenoria Isle
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",ตรัง,ไม่แน่ใจ/ไม่ทราบ,"สิวอุดตัน, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",สมุทรปราการ,ผิวแห้ง,"สิวอุดตัน, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"Cleansing water, Cleansing oil, Cleansing balm",Cleansing balm,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรชุ่มชื้น (สำหรับผิวแห้ง)",5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,"เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers)",Aomizu,Aomizu
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวขาดน้ำ,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"Cleansing water, Cleansing milk, Cleansing balm",Cleansing balm,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรผิวแพ้ง่าย",5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,"เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)",Florelle,Florelle
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",สมุทรปราการ,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย",สิวรุนแรง (มีสิวทุกประเภทร่วมกันเป็นกลุ่มก้อน อักเสบนาน และมีหนองไหล),"เลือกตามเพื่อน, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"Cleansing water, Cleansing oil, Cleansing balm",Cleansing water,สูตรผิวแพ้ง่าย,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,"เพื่อนแนะนำ (Friend recommended), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist)",Dermavie,Dermavie
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",นครปฐม,ผิวธรรมดา,"ผิวแพ้ง่าย, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",ระยอง,ผิวผสม,"สิวอุดตัน, รูขุมขนกว้าง, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง,เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,35 ปี ขึ้นไป,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",นครปฐม,ผิวธรรมดา,"สิวอักเสบ, สิวอุดตัน","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,35 ปี ขึ้นไป,เกษตรกร,"ต่ำกว่า 10,000 บาท",พะเยา,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,35 ปี ขึ้นไป,ข้าราชการ,"40,000 บาท ขึ้นไป",ปทุมธานี,ผิวแห้ง,"รูขุมขนกว้าง, ฝ้า กระ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามดารา/พรีเซนเตอร์","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"Cleansing water, Cleansing milk",Cleansing milk,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,เลือกเพราะโปรโมชั่น (Promotion),"Oréline, Hydravax",Oréline
ชาย,35 ปี ขึ้นไป,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",นครปฐม,ผิวธรรมดา,ไม่มีปัญหาผิว,ไม่มีสิวเลย,เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,29-34 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวขาดน้ำ,รูขุมขนกว้าง,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,Cleansing water,Cleansing water,"สูตรคุมมัน (สำหรับผิวมัน), สูตรชุ่มชื้น (สำหรับผิวแห้ง)",5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,"เลือกเพราะโปรโมชั่น (Promotion), เห็นจากโฆษณา (Ads), เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)","Veloura, Kiyora, Dermavie",Veloura
หญิง,23-28 ปี,ลูกจ้างประจำ,"ต่ำกว่า 10,000 บาท",เชียงใหม่,ผิวผสม,"สิวผด, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,Cleansing water,Cleansing water,"สูตรผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,"เห็นคนใช้จริงรีวิว (Online review, Real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), สินค้าออกใหม่/สูตรใหม่ (New product/New formula)",Kiyora,Kiyora
หญิง,35 ปี ขึ้นไป,ข้าราชการ,"40,000 บาท ขึ้นไป",กทม,ผิวผสม,"รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"Cleansing water, Cleansing oil",Cleansing water,สูตรชุ่มชื้น (สำหรับผิวแห้ง),5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"เลือกเพราะโปรโมชั่น (Promotion), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size)","DermaCerin, Beauty Blossom",Beauty Blossom
หญิง,35 ปี ขึ้นไป,แม่บ้าน,"40,000 บาท ขึ้นไป",นครปฐม,ผิวขาดน้ำ,ผิวหมองคล้ำ,ไม่มีสิวเลย,"เลือกด้วยตนเอง, เลือกตามเพื่อน",เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ,เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"25,000 - 29,999 บาท",กทม.,ผิวแห้ง,"สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"Cleansing water, Cleansing balm",Cleansing balm,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรชุ่มชื้น (สำหรับผิวแห้ง), สูตรเพื่อผิวกระจ่างใส",5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,"เห็นจากโฆษณา (Ads), เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist)","Florelle, Lunira Co.",Florelle
