sex,age,occupation,monthly_income,province,skin_type,concerns,acne_level,consult_influencer,skincare_face_method,cleansing_method,use_cleansing_water,cleansing_types_used,cleansing_type_most_used,cleansing_water_formula,factor_deep_cleansing,factor_acne_friendly,factor_sensitive_friendly,factor_no_allergen,factor_hypoallergenic,factor_moisturizing,factor_low_friction,factor_nourishment,factor_eye_friendly,factor_oil_control,switch_factors,brands_used,brand_primary
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"25,000 - 29,999 บาท",กทม,ผิวผสม,"สิวผด, รูขุมขนกว้าง, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"Cleansing water, Cleansing oil",Cleansing water,สูตรคุมมัน (สำหรับผิวมัน),5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,"เลือกเพราะโปรโมชั่น (Promotion), สินค้าออกใหม่/สูตรใหม่ (New product/New formula)","Veloura, Kiyora, Kireiha",Kireiha
หญิง,35 ปี ขึ้นไป,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",นครปฐม,ผิวผสม,"สิวอุดตัน, ผิวแพ้ง่าย, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"20,000 - 24,999 บาท",กทม.,ผิวผสม,"สิวอุดตัน, รูขุมขนกว้าง, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"Cleansing water, Cleansing oil",Cleansing water,สูตรคุมมัน (สำหรับผิวมัน),5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,"ราคาถูกกว่า (Cheaper price), เลือกเพราะโปรโมชั่น (Promotion)","Florelle, Kiyora, Kireiha, Eastern Belle, Dermavie",Eastern Belle
หญิง,35 ปี ขึ้นไป,พนักงานบริษัทเอกชน,"25,000 - 29,999 บาท",นครปฐม,ผิวผสม,"รูขุมขนกว้าง, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,นักศึกษา,"10,001 - 14,999 บาท",นนทบุรี,ผิวผสม,"สิวอุดตัน, สิวเสี้ยน","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,"เห็นคนใช้จริงรีวิว (Online review, Real users)",Glow in Skin,Glow in Skin
ชาย,35 ปี ขึ้นไป,พนักงานมหาวิทยาลัย,"40,000 บาท ขึ้นไป",นครปฐม,ผิวผสม,ผิวมันเยิ้ม,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",ปทุมธานี,ผิวผสม,ผิวหมองคล้ำ,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"Cleansing water, Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง), Cleansing oil",Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง),สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,"เห็นคนใช้จริงรีวิว (Online review, Real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), ไม่เคยเปลี่ยนแบรนด์เลย (No switching)","Klinor Lab, Luxeva",Luxeva
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ไม่แน่ใจ/ไม่ทราบ,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"Cleansing water, Cleansing oil",Cleansing water,สูตรลดสิว,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,"เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)","Florelle, VUL",Florelle
ชาย,35 ปี ขึ้นไป,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",นครปฐม กทม,ไม่แน่ใจ/ไม่ทราบ,ไม่มีปัญหาผิว,ไม่มีสิวเลย,เลือกตามเพื่อน,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",กทม,ไม่แน่ใจ/ไม่ทราบ,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing oil,Cleansing oil,"สูตรชุ่มชื้น (สำหรับผิวแห้ง), สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว)",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,"ราคาถูกกว่า (Cheaper price), เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size)","Veloura, Silk Elexir",Veloura
หญิง,18-22 ปี,นักศึกษา,"15,000 - 19,999 บาท",ปทุมธานี,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวปานกลาง (เป็นสิวอักเสบ/หัวหนองมากกว่า10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,ลูกจ้าง,"15,000 - 19,999 บาท",สมุทรสาคร,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม",สิวปานกลาง (เป็นสิวอักเสบ/หัวหนองมากกว่า10เม็ด),ปรึกษาหมอผิวหนัง,"เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ใช้,"Cleansing water, Cleansing oil",Cleansing water,"สูตรลดสิว, สูตรผิวแพ้ง่าย",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"ราคาถูกกว่า (Cheaper price), เลือกเพราะโปรโมชั่น (Promotion), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)","Veloura, Florelle, Kiyora, Kireiha",Kiyora
ชาย,35 ปี ขึ้นไป,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",กทม.,ผิวธรรมดา,ผิวมันเยิ้ม,ไม่มีสิวเลย,เลือกด้วยตนเอง,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"15,000 - 19,999 บาท",นครปฐม,ไม่แน่ใจ/ไม่ทราบ,"สิวผด, ผิวแพ้ง่าย, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรผิวแพ้ง่าย, สูตรเพื่อผิวกระจ่างใส",5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,"ราคาถูกกว่า (Cheaper price), เลือกเพราะโปรโมชั่น (Promotion), เห็นจากโฆษณา (Ads), เพื่อนแนะนำ (Friend recommended), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size)","Florelle, Kireiha",Florelle
